E_id,imgName,era,style,gender,R_id,r_gender,age,mar,job,income,r_style1,r_style2,r_style3,r_style4,r_style5,Q1,Q2,Q3,Q411,Q412,Q413,Q414,Q4201,Q4202,Q4203,Q4204,Q4205,Q4206,Q4207,Q4208,Q4209,Q4210,Q4211,Q4212,Q4213,Q4214,Q4215,Q4216,Q5
67619,W_24859_70_hippie_M.jpg,1970,hippie,M,49320,1,3,2,6,3,2,1,1,2,1,1,2,4,1,2,1,2,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
225526,W_24886_70_hippie_M.jpg,1970,hippie,M,67611,1,3,2,3,2,1,1,2,1,1,1,3,8,2,1,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
100528,W_24977_70_hippie_M.jpg,1970,hippie,M,61337,1,3,2,4,5,2,2,1,1,2,1,1,7,3,1,1,1,0,0,3,0,0,0,0,0,0,0,11,0,0,0,15,0,1
177509,W_24886_70_hippie_M.jpg,1970,hippie,M,65284,1,3,1,3,2,2,1,2,2,2,2,1,3,2,1,1,1,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,1
196758,W_24914_70_hippie_M.jpg,1970,hippie,M,66469,1,3,1,3,4,1,2,2,2,1,1,1,8,2,1,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,1
89943,W_24886_70_hippie_M.jpg,1970,hippie,M,59902,1,4,2,4,5,2,1,1,2,2,1,3,5,2,2,2,1,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
55660,W_24886_70_hippie_M.jpg,1970,hippie,M,30790,1,4,2,2,3,2,1,1,2,2,1,3,4,2,2,1,2,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,1
10280,W_24914_70_hippie_M.jpg,1970,hippie,M,5545,1,3,2,4,3,2,1,1,2,1,1,3,2,2,1,2,2,0,0,0,0,0,6,7,0,0,0,11,0,13,0,0,0,1
203512,W_25030_70_hippie_M.jpg,1970,hippie,M,66718,1,1,1,2,3,2,1,2,2,1,1,3,8,1,1,2,1,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
151920,W_24914_70_hippie_M.jpg,1970,hippie,M,64530,1,3,2,4,2,2,1,1,2,1,2,1,4,2,2,1,1,0,0,0,4,0,6,7,0,0,0,0,0,0,0,0,0,1
197230,W_24914_70_hippie_M.jpg,1970,hippie,M,66493,1,1,1,5,6,2,1,1,1,2,1,1,4,2,1,1,2,0,0,3,0,0,6,7,0,9,0,0,0,13,0,0,0,1
147897,W_24977_70_hippie_M.jpg,1970,hippie,M,64346,1,4,2,4,6,2,1,2,2,1,3,1,6,2,1,2,2,0,0,3,0,0,0,0,0,0,0,11,12,13,0,0,0,2
182539,W_24977_70_hippie_M.jpg,1970,hippie,M,65537,1,2,1,4,3,2,2,1,1,2,2,1,4,1,2,2,2,0,0,3,0,0,0,7,0,9,0,11,0,13,0,15,0,1
162969,W_25030_70_hippie_M.jpg,1970,hippie,M,64860,1,2,2,4,3,2,1,2,1,1,1,3,3,2,1,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
153020,W_24977_70_hippie_M.jpg,1970,hippie,M,64567,1,3,2,2,3,1,2,2,2,1,1,1,8,2,1,1,2,0,0,0,0,0,0,0,0,9,0,11,12,0,0,15,0,1
142992,W_24914_70_hippie_M.jpg,1970,hippie,M,64149,1,1,1,5,5,2,1,2,1,2,2,3,4,2,1,1,2,0,0,0,0,0,6,7,0,0,0,0,0,13,0,0,0,1
30679,W_24914_70_hippie_M.jpg,1970,hippie,M,21432,1,3,2,3,5,2,1,1,2,2,1,1,4,2,2,1,2,0,0,3,0,0,6,7,0,0,0,0,0,0,0,0,0,1
199861,W_25045_70_hippie_M.jpg,1970,hippie,M,66569,1,2,2,4,5,2,1,2,2,2,1,1,4,2,2,1,2,0,2,0,0,0,6,7,0,0,0,0,0,13,0,0,0,1
92615,W_25030_70_hippie_M.jpg,1970,hippie,M,60184,1,2,1,2,1,2,2,2,2,1,2,3,4,2,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,1
145317,W_25030_70_hippie_M.jpg,1970,hippie,M,64240,1,1,1,3,1,2,2,2,2,2,2,3,4,1,1,2,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,15,0,1
44675,W_25045_70_hippie_M.jpg,1970,hippie,M,27926,1,3,2,4,4,2,1,2,2,2,2,3,7,2,1,2,2,0,0,3,0,0,6,7,0,9,0,0,0,13,0,0,0,1
153170,W_25045_70_hippie_M.jpg,1970,hippie,M,64571,1,4,2,4,3,1,1,1,1,1,1,1,7,1,1,1,1,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
17289,W_24977_70_hippie_M.jpg,1970,hippie,M,13773,1,3,2,2,1,2,1,1,2,1,3,1,4,2,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,2
211468,W_25045_70_hippie_M.jpg,1970,hippie,M,67005,1,1,1,6,3,2,1,1,1,2,2,3,4,2,1,1,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0,15,0,1
92690,W_25045_70_hippie_M.jpg,1970,hippie,M,60203,1,2,2,6,2,2,1,2,2,1,1,1,5,1,1,2,1,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,1
165970,W_25030_70_hippie_M.jpg,1970,hippie,M,64931,1,1,1,4,6,2,2,1,1,2,4,3,2,1,1,2,1,0,2,0,4,5,0,0,8,0,0,0,12,0,0,0,0,2
59439,W_25045_70_hippie_M.jpg,1970,hippie,M,34411,1,1,1,5,3,2,1,2,2,2,1,1,7,1,2,1,1,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,1
225923,W_25080_70_hippie_M.jpg,1970,hippie,M,67623,1,3,2,6,2,2,1,1,2,2,1,1,4,1,1,2,2,1,0,3,4,0,6,7,0,9,0,11,0,0,0,0,0,1
73316,W_25080_70_hippie_M.jpg,1970,hippie,M,53074,1,3,1,4,4,2,2,2,1,2,1,1,5,2,1,1,2,0,2,0,0,0,0,7,0,9,0,0,0,0,0,0,0,1
143867,W_25080_70_hippie_M.jpg,1970,hippie,M,64194,1,3,1,2,2,2,1,1,2,2,1,1,4,1,1,1,1,0,0,3,0,0,6,7,0,0,0,11,0,0,0,0,0,1
144808,W_25080_70_hippie_M.jpg,1970,hippie,M,64223,1,1,1,5,1,2,1,1,2,2,3,2,2,2,1,1,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
108780,W_25080_70_hippie_M.jpg,1970,hippie,M,62291,1,4,2,2,2,2,1,2,2,2,1,2,4,1,1,1,2,0,2,0,0,0,0,0,0,0,10,11,12,0,0,0,0,1
7523,W_25082_70_hippie_M.jpg,1970,hippie,M,3248,1,2,1,6,2,1,2,2,1,1,2,1,4,1,1,1,1,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,1
149862,W_25082_70_hippie_M.jpg,1970,hippie,M,64460,1,1,1,6,2,2,1,1,1,2,1,3,4,1,1,1,1,0,2,0,0,0,0,0,0,9,0,0,0,0,0,15,0,1
26157,W_25107_70_hippie_M.jpg,1970,hippie,M,19366,1,3,2,2,5,2,1,2,2,1,2,1,4,3,1,1,2,0,0,3,0,0,0,7,0,9,0,0,0,0,0,15,0,1
143150,W_25082_70_hippie_M.jpg,1970,hippie,M,64153,1,1,1,6,1,1,1,2,2,1,1,1,3,1,1,2,2,1,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,1
202543,W_25094_70_hippie_M.jpg,1970,hippie,M,66685,1,1,1,5,1,2,1,2,2,1,1,1,5,1,2,1,1,0,0,0,4,0,0,7,0,0,0,0,0,0,0,15,0,1
27112,W_25082_70_hippie_M.jpg,1970,hippie,M,19768,1,3,2,2,3,2,1,2,2,2,2,3,2,1,1,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
70199,W_25082_70_hippie_M.jpg,1970,hippie,M,51149,1,3,2,2,4,1,1,2,2,1,1,1,4,1,1,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
77837,W_25094_70_hippie_M.jpg,1970,hippie,M,56988,1,3,1,4,4,2,1,1,2,2,3,1,2,2,2,2,2,1,2,3,4,5,6,7,8,9,10,11,12,13,0,0,16,2
113166,W_25094_70_hippie_M.jpg,1970,hippie,M,62744,1,2,1,6,2,2,2,2,2,2,1,1,4,1,2,1,1,0,0,0,0,0,6,7,0,9,0,0,0,0,0,0,0,1
65071,W_25094_70_hippie_M.jpg,1970,hippie,M,45408,1,4,2,3,4,2,1,2,2,2,2,1,7,1,1,1,1,0,0,3,4,0,0,7,0,9,0,11,0,0,0,15,0,1
144375,W_25094_70_hippie_M.jpg,1970,hippie,M,64209,1,1,1,4,1,2,1,1,1,2,1,3,8,1,2,1,1,0,0,0,0,0,6,7,0,9,0,0,0,0,0,0,0,1
30687,W_25107_70_hippie_M.jpg,1970,hippie,M,21432,1,3,2,3,5,2,1,1,2,2,1,2,4,3,1,1,1,0,0,3,0,0,0,7,0,0,0,0,0,0,0,15,0,1
143542,W_25107_70_hippie_M.jpg,1970,hippie,M,64182,1,1,1,4,3,2,1,2,1,2,1,1,4,3,1,1,1,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,1
122634,W_25107_70_hippie_M.jpg,1970,hippie,M,63413,1,1,1,5,3,2,1,1,1,2,2,1,4,3,1,1,1,1,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,1
193134,W_25145_70_hippie_M.jpg,1970,hippie,M,66268,1,2,1,2,2,2,1,2,2,1,1,3,8,2,2,2,2,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,1
14422,W_25145_70_hippie_M.jpg,1970,hippie,M,10280,1,3,2,4,4,2,1,1,2,2,2,1,7,1,2,2,2,0,0,3,0,0,0,7,0,9,0,11,12,0,0,0,0,1
165638,W_25145_70_hippie_M.jpg,1970,hippie,M,64923,1,3,1,4,4,2,1,1,2,1,3,3,7,1,2,2,1,0,0,0,0,0,0,0,0,9,0,11,12,0,0,15,0,2
63409,W_25145_70_hippie_M.jpg,1970,hippie,M,42478,1,4,1,4,2,2,1,1,1,2,2,1,5,2,2,2,2,0,2,0,0,0,0,0,8,0,0,0,12,0,0,0,16,1
143125,W_25294_70_hippie_M.jpg,1970,hippie,M,64153,1,1,1,6,1,1,1,2,2,1,1,3,4,1,1,2,1,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
107126,W_25094_70_hippie_M.jpg,1970,hippie,M,62155,1,1,1,5,1,2,1,1,1,2,1,1,7,1,2,1,2,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
148744,W_25145_70_hippie_M.jpg,1970,hippie,M,64397,1,4,2,2,6,2,1,2,2,2,3,1,5,2,2,2,2,0,0,0,0,5,0,0,8,0,10,0,12,0,0,0,0,2
224591,W_25107_70_hippie_M.jpg,1970,hippie,M,67583,1,4,1,6,1,2,1,2,2,2,2,1,8,2,1,2,1,0,2,0,0,0,0,0,0,9,0,0,0,13,0,0,0,1
190722,W_25294_70_hippie_M.jpg,1970,hippie,M,66064,1,1,1,3,1,2,2,2,2,2,1,1,4,1,2,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79555,W_25255_70_hippie_M.jpg,1970,hippie,M,58193,1,4,2,2,5,2,1,1,2,1,1,2,4,3,1,1,2,0,2,0,4,0,0,0,0,9,0,0,0,0,14,0,0,1
112379,W_25294_70_hippie_M.jpg,1970,hippie,M,62653,1,1,1,6,1,2,2,2,2,2,2,3,4,1,1,1,2,1,0,3,0,0,6,0,0,0,0,0,0,13,0,0,0,1
143967,W_25255_70_hippie_M.jpg,1970,hippie,M,64197,1,4,2,3,6,2,1,1,1,2,3,2,2,2,2,2,2,0,0,0,4,0,0,0,0,9,0,0,12,13,0,15,0,2
12652,W_25255_70_hippie_M.jpg,1970,hippie,M,7905,1,2,2,4,3,1,1,2,1,1,1,2,7,3,1,1,2,0,0,0,0,0,6,7,0,9,0,0,0,0,0,0,0,1
25129,W_25255_70_hippie_M.jpg,1970,hippie,M,19019,1,3,2,4,5,2,2,1,1,2,1,2,7,2,1,1,2,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,1
185979,W_25294_70_hippie_M.jpg,1970,hippie,M,65719,1,1,1,6,1,2,1,2,1,2,1,3,2,1,1,2,2,0,0,0,0,0,0,7,0,9,0,0,0,13,0,0,0,1
25136,W_25294_70_hippie_M.jpg,1970,hippie,M,19019,1,3,2,4,5,2,2,1,1,2,1,2,8,1,2,2,2,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
197805,W_25390_70_hippie_M.jpg,1970,hippie,M,66516,1,1,1,3,2,2,1,2,2,2,1,2,8,3,1,1,2,0,0,0,0,0,6,7,0,9,0,0,0,0,0,0,0,1
118874,W_25255_70_hippie_M.jpg,1970,hippie,M,63251,1,3,2,2,6,2,1,2,2,2,1,2,4,2,2,2,2,0,0,0,0,0,6,7,0,9,0,0,0,0,0,0,0,1
166020,W_25390_70_hippie_M.jpg,1970,hippie,M,64932,1,3,2,3,5,2,2,1,1,2,1,2,3,2,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147655,W_25390_70_hippie_M.jpg,1970,hippie,M,64336,1,3,2,4,3,2,1,1,2,2,1,2,3,1,1,1,2,1,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
118799,W_25390_70_hippie_M.jpg,1970,hippie,M,63249,1,3,1,6,2,2,1,2,2,2,1,2,4,1,1,2,2,0,0,0,0,0,0,7,0,9,0,0,12,0,14,0,0,1
144775,W_25471_70_hippie_M.jpg,1970,hippie,M,64221,1,3,2,3,3,2,1,2,2,1,1,2,4,1,1,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
172997,W_25390_70_hippie_M.jpg,1970,hippie,M,65097,1,3,2,6,5,1,1,2,2,1,1,1,8,3,1,1,2,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
35553,W_25471_70_hippie_M.jpg,1970,hippie,M,23315,1,2,1,4,3,2,2,2,2,1,3,2,2,2,2,2,2,1,2,3,0,5,0,0,8,9,10,0,0,13,14,0,16,2
222482,W_25471_70_hippie_M.jpg,1970,hippie,M,67516,1,3,2,3,5,2,1,2,2,1,1,2,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1
53865,W_25471_70_hippie_M.jpg,1970,hippie,M,30079,1,4,2,3,3,2,2,2,2,1,2,2,5,1,2,1,2,0,0,0,0,5,0,7,0,0,0,0,0,0,14,0,0,2
44863,W_25471_70_hippie_M.jpg,1970,hippie,M,28046,1,2,1,6,1,2,2,1,2,2,1,2,8,1,1,1,2,0,0,0,0,0,6,7,0,9,0,0,0,0,14,0,0,1
226221,W_25678_70_hippie_M.jpg,1970,hippie,M,67636,1,1,1,5,1,2,1,1,1,1,1,2,5,2,2,2,2,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,1
121125,W_25678_70_hippie_M.jpg,1970,hippie,M,63377,1,1,1,5,4,2,2,1,2,1,1,2,4,1,1,1,2,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,1
146688,W_25678_70_hippie_M.jpg,1970,hippie,M,64295,1,3,2,2,6,2,1,2,2,1,1,2,7,1,1,2,2,0,0,0,0,0,6,7,0,9,0,11,12,13,14,0,0,1
39290,W_25678_70_hippie_M.jpg,1970,hippie,M,24824,1,2,2,3,3,2,1,1,2,2,1,2,6,2,2,2,2,0,0,3,0,0,6,7,0,9,0,0,0,13,14,0,0,1
145083,W_25678_70_hippie_M.jpg,1970,hippie,M,64233,1,2,1,3,5,2,1,2,2,2,3,2,5,1,1,2,2,0,0,3,4,0,0,0,0,0,10,11,12,13,0,0,0,2
149403,W_26188_70_hippie_M.jpg,1970,hippie,M,64437,1,1,1,3,1,2,2,1,2,2,1,2,8,2,1,1,2,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,1
217813,W_26188_70_hippie_M.jpg,1970,hippie,M,67309,1,4,1,2,1,1,2,2,2,2,1,1,7,2,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54376,W_26188_70_hippie_M.jpg,1970,hippie,M,30285,1,2,2,4,3,2,2,1,2,2,3,1,2,2,1,2,1,1,2,0,4,5,0,7,0,9,0,11,12,0,0,0,0,2
104634,W_26188_70_hippie_M.jpg,1970,hippie,M,61859,1,3,2,4,3,2,1,1,2,2,1,1,4,1,1,1,1,0,2,3,4,0,6,7,0,9,0,0,0,0,0,0,0,1
80147,W_26288_70_hippie_M.jpg,1970,hippie,M,58278,1,4,2,4,5,2,1,1,2,2,1,1,4,2,2,1,1,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
142793,W_26296_70_hippie_M.jpg,1970,hippie,M,64142,1,3,2,6,2,2,2,2,2,2,1,1,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1
146580,W_26188_70_hippie_M.jpg,1970,hippie,M,64293,1,1,1,6,1,2,1,2,2,1,2,1,8,2,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153478,W_26290_70_hippie_M.jpg,1970,hippie,M,64581,1,1,1,6,1,2,1,1,2,2,3,1,5,2,1,1,2,0,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,2
37028,W_26288_70_hippie_M.jpg,1970,hippie,M,23779,1,2,2,4,2,2,1,2,2,2,2,1,4,2,2,2,1,0,0,0,0,0,6,7,0,0,0,11,0,13,0,0,0,1
151037,W_26288_70_hippie_M.jpg,1970,hippie,M,64504,1,1,1,5,2,1,1,2,1,1,3,1,4,2,2,1,1,1,0,3,4,0,6,7,0,0,0,0,0,13,14,0,0,2
90698,W_26290_70_hippie_M.jpg,1970,hippie,M,59974,1,2,1,6,2,2,1,1,1,2,2,1,2,2,1,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,15,0,1
149870,W_26290_70_hippie_M.jpg,1970,hippie,M,64460,1,1,1,6,2,2,1,1,1,2,3,2,5,2,1,2,1,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,16,2
20156,W_26397_70_hippie_M.jpg,1970,hippie,M,16353,1,2,2,4,2,2,1,1,1,2,1,2,8,1,2,1,2,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,1
145075,W_26296_70_hippie_M.jpg,1970,hippie,M,64233,1,2,1,3,5,2,1,2,2,2,3,1,4,2,1,1,1,0,2,0,4,0,0,7,0,0,0,11,0,0,0,15,0,2
149386,W_26288_70_hippie_M.jpg,1970,hippie,M,64437,1,1,1,3,1,2,2,1,2,2,1,2,5,2,2,2,2,0,0,3,0,0,6,0,0,9,0,0,0,0,0,0,0,1
154883,W_26290_70_hippie_M.jpg,1970,hippie,M,64636,1,2,2,4,2,2,1,2,1,2,2,1,6,1,2,1,1,0,0,0,0,0,0,7,0,9,0,0,0,13,0,15,0,1
55837,W_26296_70_hippie_M.jpg,1970,hippie,M,30882,1,2,2,2,3,2,1,1,2,2,1,1,5,3,1,1,2,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,1
144650,W_26288_70_hippie_M.jpg,1970,hippie,M,64216,1,2,2,4,4,2,2,1,1,2,1,1,2,2,2,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
196185,W_26296_70_hippie_M.jpg,1970,hippie,M,66440,1,2,2,4,3,2,1,1,1,1,1,1,4,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1
144825,W_26324_70_hippie_M.jpg,1970,hippie,M,64223,1,1,1,5,1,2,1,1,2,2,2,1,8,1,2,1,2,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
214106,W_26324_70_hippie_M.jpg,1970,hippie,M,67101,1,4,2,2,2,2,1,1,1,2,1,1,7,2,2,2,2,0,2,3,0,0,6,7,0,9,0,0,0,13,0,0,0,1
143258,W_26324_70_hippie_M.jpg,1970,hippie,M,64156,1,2,1,4,4,2,1,2,1,1,2,1,8,2,2,1,2,0,2,3,0,0,6,0,0,9,0,0,0,13,0,0,0,1
24913,W_26375_70_hippie_M.jpg,1970,hippie,M,18965,1,4,1,3,1,1,1,2,2,1,3,1,5,2,2,2,2,1,2,3,4,5,0,0,8,0,10,11,0,13,0,15,0,2
30124,W_26296_70_hippie_M.jpg,1970,hippie,M,20861,1,1,1,5,1,2,2,2,2,2,3,1,5,2,1,2,1,0,0,0,0,0,0,7,0,0,0,11,0,0,0,15,0,2
30671,W_26296_70_hippie_M.jpg,1970,hippie,M,21432,1,3,2,3,5,2,1,1,2,2,1,1,5,2,1,1,1,0,0,3,0,0,0,0,0,0,0,11,0,0,0,15,0,1
170998,W_26324_70_hippie_M.jpg,1970,hippie,M,65050,1,3,2,2,3,2,1,2,1,2,2,2,7,2,2,1,2,0,0,3,0,0,0,7,0,9,0,0,0,0,0,0,0,1
156376,W_26397_70_hippie_M.jpg,1970,hippie,M,64685,1,1,1,5,4,2,1,1,2,2,1,1,7,1,2,2,2,1,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,1
165605,W_26324_70_hippie_M.jpg,1970,hippie,M,64923,1,3,1,4,4,2,1,1,2,1,2,2,5,1,1,1,2,0,0,0,0,0,6,7,0,0,10,11,0,13,0,0,0,1
207516,W_26375_70_hippie_M.jpg,1970,hippie,M,66838,1,3,2,3,3,2,1,1,1,2,2,1,5,2,2,1,2,0,2,0,0,5,0,0,8,0,0,0,12,0,0,0,0,2
10976,W_26375_70_hippie_M.jpg,1970,hippie,M,6479,1,3,1,3,2,2,2,1,1,2,3,1,5,2,1,1,2,0,2,3,0,0,0,0,0,9,0,11,0,0,0,15,0,2
144750,W_26397_70_hippie_M.jpg,1970,hippie,M,64221,1,3,2,3,3,2,1,2,2,1,1,1,5,1,2,2,2,0,0,0,0,0,0,7,0,0,0,11,0,13,0,0,0,1
105142,W_26375_70_hippie_M.jpg,1970,hippie,M,61917,1,1,1,4,2,2,1,1,1,2,3,1,5,1,1,1,1,0,2,0,0,5,0,0,8,0,0,11,0,0,0,0,0,2
181430,W_26290_70_hippie_M.jpg,1970,hippie,M,65494,1,3,1,4,5,2,1,2,2,2,2,1,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,1
201502,W_26397_70_hippie_M.jpg,1970,hippie,M,66636,1,1,1,5,1,2,1,1,1,2,1,1,5,1,2,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,1
30712,W_26397_70_hippie_M.jpg,1970,hippie,M,21432,1,3,2,3,5,2,1,1,2,2,1,2,8,1,2,1,2,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
147097,W_26375_70_hippie_M.jpg,1970,hippie,M,64310,1,1,1,5,1,2,1,2,1,1,4,1,2,2,1,1,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,2
156826,W_26397_70_hippie_M.jpg,1970,hippie,M,64698,1,3,1,2,1,2,2,1,2,2,1,1,7,1,2,2,2,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,1
81071,W_26453_70_hippie_M.jpg,1970,hippie,M,58369,1,2,1,2,1,2,2,2,2,2,2,1,5,2,2,2,2,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,16,1
185199,W_26453_70_hippie_M.jpg,1970,hippie,M,65679,1,1,1,5,1,2,1,1,2,2,1,1,5,1,2,2,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
39693,W_26453_70_hippie_M.jpg,1970,hippie,M,25042,1,3,2,6,4,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,16,1
145565,W_26453_70_hippie_M.jpg,1970,hippie,M,64252,1,3,2,6,1,2,2,1,2,1,3,1,7,3,1,1,2,0,2,0,4,5,6,0,8,9,10,11,12,13,14,0,16,2
49869,W_26489_70_hippie_M.jpg,1970,hippie,M,29049,1,3,2,4,6,2,1,1,1,2,3,1,2,2,1,2,1,0,0,0,0,5,0,0,8,0,0,0,12,0,0,0,0,2
189050,W_26453_70_hippie_M.jpg,1970,hippie,M,65932,1,3,2,4,5,1,2,2,2,1,3,1,5,2,2,2,2,0,0,0,4,5,0,0,8,0,10,11,12,0,0,0,0,2
180500,W_26489_70_hippie_M.jpg,1970,hippie,M,65451,1,3,2,4,3,2,1,1,2,1,2,1,5,1,2,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209176,W_26489_70_hippie_M.jpg,1970,hippie,M,66884,1,2,2,4,3,1,1,2,2,1,1,1,5,1,1,1,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
226477,W_27463_70_hippie_M.jpg,1970,hippie,M,67650,1,1,1,4,2,2,1,2,2,2,2,1,5,1,2,2,2,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,1
22184,W_26489_70_hippie_M.jpg,1970,hippie,M,18315,1,4,2,6,3,2,2,1,1,2,2,1,4,2,2,2,2,0,2,3,0,0,0,0,0,9,0,0,12,0,0,0,16,1
226499,W_26874_70_hippie_M.jpg,1970,hippie,M,67651,1,1,1,5,3,2,1,2,2,1,1,3,8,1,2,2,2,0,0,0,0,0,6,7,0,9,0,0,0,0,0,0,0,1
55676,W_26489_70_hippie_M.jpg,1970,hippie,M,30790,1,4,2,2,3,2,1,1,2,2,1,1,5,3,2,1,2,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,1
188126,W_26874_70_hippie_M.jpg,1970,hippie,M,65843,1,2,1,6,1,2,2,2,2,1,2,1,4,1,1,1,2,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,1
152028,W_26874_70_hippie_M.jpg,1970,hippie,M,64533,1,1,1,6,1,1,1,2,2,1,1,1,8,1,2,2,2,1,0,3,0,0,0,7,0,0,0,0,12,0,0,0,0,1
91920,W_26489_70_hippie_M.jpg,1970,hippie,M,60063,1,4,2,4,4,2,1,1,1,2,2,3,4,2,2,2,2,0,0,0,0,0,0,0,0,0,10,11,12,0,0,0,0,1
169222,W_26874_70_hippie_M.jpg,1970,hippie,M,65004,1,2,1,3,2,2,2,2,1,2,1,1,8,1,2,2,1,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,0,1
146713,W_26874_70_hippie_M.jpg,1970,hippie,M,64295,1,3,2,2,6,2,1,2,2,1,1,1,3,1,2,2,2,0,0,3,4,0,6,7,0,9,0,0,0,0,0,0,0,1
184838,W_27463_70_hippie_M.jpg,1970,hippie,M,65656,1,2,2,2,4,2,2,2,2,2,2,1,4,1,2,2,2,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,1
143942,W_27692_70_hippie_M.jpg,1970,hippie,M,64197,1,4,2,3,6,2,1,1,1,2,1,1,6,1,2,1,2,0,0,0,0,0,0,0,0,9,0,11,0,13,0,0,0,1
180190,W_27463_70_hippie_M.jpg,1970,hippie,M,65436,1,1,1,5,4,2,1,1,2,2,1,1,4,1,2,1,2,1,2,3,4,0,6,7,0,9,0,0,0,0,0,0,0,1
148347,W_27463_70_hippie_M.jpg,1970,hippie,M,64364,1,4,2,6,1,2,1,1,2,1,2,1,2,1,2,2,2,0,0,0,0,0,0,7,0,9,0,0,0,13,0,0,16,1
152770,W_27700_70_hippie_M.jpg,1970,hippie,M,64557,1,3,2,4,3,2,1,1,1,2,1,1,4,1,2,2,1,0,2,3,0,0,0,7,0,0,0,0,0,0,0,0,0,1
1861,W_27700_70_hippie_M.jpg,1970,hippie,M,837,1,2,1,4,4,2,2,2,2,1,1,1,7,1,2,1,2,0,0,3,0,0,6,7,0,0,0,0,0,0,0,0,0,1
